Test System,Base Model,Failure Type,Task ID,Agent Behavior Category,Task Result
Table-Critic,gpt-5,Instruction Logic Conflict,121,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,125,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,149,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,171,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,204,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,212,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,214,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,240,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,265,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,298,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,301,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,323,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,343,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,358,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,362,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,368,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,369,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,373,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,378,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,394,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,418,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,430,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,434,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,444,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,449,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,467,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,477,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,482,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,520,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,521,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,538,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,548,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,551,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,554,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,560,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,565,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,581,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,584,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,594,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,607,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,625,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,643,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,644,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,651,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,687,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,699,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,726,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,727,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,734,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,746,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,791,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,814,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,815,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,820,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,891,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,894,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,895,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,900,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,903,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,917,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,925,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,940,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,941,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,943,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,946,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,951,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,960,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1013,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1029,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1030,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1063,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1065,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1076,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1094,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1098,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1111,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1137,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1143,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1149,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1170,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1171,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1179,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1187,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1199,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1203,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1236,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1250,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1254,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1270,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1273,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1278,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1281,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1285,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1307,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1339,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1348,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1373,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1424,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1438,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1451,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1452,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1453,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1478,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1495,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1499,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1517,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1523,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1525,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1528,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1540,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1573,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1603,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1610,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1613,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1638,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1654,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1659,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1661,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1666,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1683,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1690,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1709,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1717,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1721,Ignores some conflicts and rationalizes others,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1731,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1732,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1735,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1760,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1761,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1782,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1804,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1805,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1862,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1892,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1902,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1903,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1920,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1921,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1938,Ignores some conflicts and rationalizes others,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,1944,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1956,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1957,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1959,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1978,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,1989,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2001,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2028,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2032,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2044,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2051,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2058,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2073,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2074,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2080,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2088,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2093,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2094,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2097,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2127,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2146,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2161,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2176,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2195,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2208,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2224,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2225,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2229,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2241,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2258,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2261,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2266,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2271,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2282,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2286,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2288,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2293,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2296,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2306,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2327,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2339,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2340,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2352,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2365,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2374,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2379,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2392,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2423,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2432,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2444,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2456,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2460,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2475,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2482,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2505,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2506,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2522,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2540,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2555,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2571,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2589,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2592,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2598,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2602,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2620,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2627,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2634,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2661,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2665,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2669,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2707,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2710,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2713,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2714,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2735,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2759,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2772,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2776,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2787,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2788,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2806,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2808,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2814,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2864,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2881,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2889,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2900,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2902,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2914,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2928,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2942,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2971,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2987,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,2991,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,2998,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3018,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3023,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3044,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3046,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3065,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3099,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3113,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3128,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3152,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3162,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3163,Ignores some conflicts and rationalizes others,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3171,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3183,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3189,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3192,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3201,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3211,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3243,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3244,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3277,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3318,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3326,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3354,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3358,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3365,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3368,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3388,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3442,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3473,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3488,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3496,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3544,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3546,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3567,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3571,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3579,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3584,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3585,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3601,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3634,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3641,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3646,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3655,Ignores some conflicts and rationalizes others,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3666,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3690,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3703,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3708,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3710,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3718,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3730,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3752,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3754,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3755,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3784,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3803,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3836,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3876,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3882,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3888,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3892,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3926,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3943,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3952,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,3960,Fails to identify conflicting instructions,FAIL
